id,formation_energy_ev_natom,bandgap_energy_ev
1,0.20077484678786495,1.538564128459333
2,0.06016162037610684,3.740695452052522
3,0.1456302404091694,3.4947737437298994
4,0.027496239888192386,3.0572912313731377
5,0.1399590272527791,1.5065178615011292
6,0.044516551184390796,4.380016051433376
7,0.07098248782889383,3.238672336198305
8,0.12424270692807071,2.042850586517465
9,0.06263993826081204,2.6696877334967355
10,0.24953481716725845,2.9471194607313396
11,0.17913476716332588,1.8220536737885418
12,0.11472457349512366,2.710317443175949
13,0.3675470711777773,1.0087327663630798
14,0.15577474864724872,1.9107176710190044
15,0.06083317016938983,0.9603899065667605
16,0.2662249722167964,3.5540833864525236
17,0.20220327888226164,1.6800564657142294
18,0.20441526354363848,2.4190606837853315
19,0.39765255695749735,1.3115988808618
20,0.1966803780549191,1.4041118171642877
21,0.08550970116475187,1.8874541866142516
22,0.15290482522896998,2.8704159235974136
23,0.18417464710547615,1.727028975097554
24,0.17688149431454558,3.1302827667611526
25,0.030474748431861487,2.6705746625780487
26,0.14095206676765115,0.9502430043598329
27,0.2407575979863712,1.3600289062593114
28,0.23377465735260428,1.851530655396334
29,0.12011311626364352,1.189877323969223
30,0.23081295083302322,1.8982320753844624
31,0.25365806619697784,1.0840385607900096
32,0.1581340866666543,1.9328535673310414
33,0.10856286676228044,1.4980024893560802
34,0.16367878525504587,1.8014165562228786
35,0.03962380786323316,0.9469990515630147
36,0.2169238908308877,0.8464614598906461
37,0.1537982685803878,3.6785680577711437
38,0.1559657723042478,1.4421257187676186
39,0.2597109215877671,2.0312102749237972
40,0.10401057061972763,3.36645158177251
41,0.058397219432389846,3.899642805525912
42,0.15305636623790542,3.171637818958576
43,0.058397219432389846,3.899642805525912
44,0.19385635502010867,1.33079740218732
45,0.31952067424933595,0.6762289763637439
46,0.02478746652737951,3.8018028449626344
47,0.18484000832990732,1.905836948380892
48,0.2657301718542613,1.9941371779877368
49,0.21206942743384194,3.473312539629153
50,0.1225438426013068,1.2372298043202332
51,0.18441944359970486,2.1288672347792437
52,0.08864122758622317,1.6471279877127123
53,0.23477815219098952,1.6433421156541543
54,0.26028477845857134,2.682760101751311
55,0.1156260493486474,2.6917824418463105
56,0.2865426935061177,0.4967327817091296
57,0.20724061438004004,2.3366659727656485
58,0.2838281443113517,2.3742242267796847
59,0.21066888244983373,0.9715017853941044
60,0.124334471400249,2.792635668628109
61,0.24869704838480078,0.49353099508279197
62,0.1723315832400798,1.6783513016357987
63,0.2982589066836421,1.7959659928692533
64,0.22445301144729468,3.2101425817206213
65,0.3777839273478618,1.0590770407027188
66,0.0734865068045818,2.7076970293255913
67,0.07098248782889383,3.238672336198305
68,0.2129792805387838,2.189874738004201
69,0.23034415634819894,3.42090170534832
70,0.2776899585382264,1.640167211950582
71,0.061430830878183684,2.5477361269435264
72,0.10331174721861802,3.1029038361739367
73,0.05209030043011964,2.3144307462145646
74,0.11834871019777538,1.9803701779996095
75,0.28269815910756324,1.6697383336055873
76,0.27480412348336136,2.668993709566966
77,0.33198719661478626,0.9830211775006341
78,0.23265881962196788,2.260845521181937
79,0.1729331492766737,2.4602727470717203
80,0.25550415281468175,1.2094347772318925
81,0.10401057061972763,3.36645158177251
82,0.06808502542543571,3.525570864753729
83,0.2516058493456361,1.029452749658263
84,0.07775594834192745,1.0222245880429268
85,0.10401057061972763,3.36645158177251
86,0.1852188263475174,2.951247865318343
87,0.049637279668515166,3.3447102750876034
88,0.04664098792224092,2.7222154614076546
89,0.09872198676670774,4.3293184697176255
90,0.3451803599747181,1.5799872110186488
91,0.0924672442893355,4.256705693783628
92,0.25693027419108216,0.6632715638359301
93,0.2195213075872926,2.3242428758286833
94,0.006520675381711083,2.0967634063642784
95,0.07098248782889383,3.238672336198305
96,0.34152355248825916,1.102316100951338
97,0.2421224205785384,2.1702228819242984
98,0.013731463478730221,1.3902645193929923
99,0.09091513960587361,2.0854894173360243
100,0.3268325689605456,1.0320891891383663
101,0.1772039857507619,1.5588060574788316
102,0.02478746652737951,3.8018028449626344
103,0.22738728162791766,2.080189431582878
104,0.3502921234535479,1.3985822349710233
105,0.24500941504829465,1.5625215427366679
106,0.09872198676670774,4.3293184697176255
107,0.10634429474600782,4.014162373466757
108,0.2208827923918455,2.5589103594814318
109,0.19361999711118627,2.218913662373393
110,0.16091739211359135,0.8576927340097702
111,0.3217402087155874,0.7453880001366802
112,0.07348850670884444,2.9370202123505544
113,0.20446434500650867,2.4326989571717834
114,0.33292512645012096,2.4320846188533647
115,0.3706732688537486,2.224545924576412
116,0.23195761686242555,2.6926339129716372
117,0.21480035873578318,2.0789544953634738
118,0.2732564840875753,2.07783400730499
119,0.2195213075872926,2.3242428758286833
120,0.16582774899949726,2.1197058689211055
121,0.24955423552515854,2.2096369500938837
122,0.17576254118608903,1.791716854369032
123,0.03962380786323316,0.9469990515630147
124,0.29729496645598563,0.27836996572878103
125,0.15812634064534437,1.178240123988728
126,0.10492377082438775,3.418737405498896
127,0.07975386988145616,2.2894113482352805
128,0.34656856452185414,2.5960324704740945
129,0.3955630303423774,1.284117237631325
130,0.25547517569142086,1.6022846613279076
131,0.11444524313694848,3.4282184515515146
132,0.3152677304238283,0.3467468851421931
133,0.07098248782889383,3.238672336198305
134,0.1594926561901615,1.3001600310574144
135,0.15816324692390404,2.7430437562294534
136,0.1974160887596923,0.8828237139647208
137,0.18280578406526704,0.860502039991127
138,0.2732564840875753,2.07783400730499
139,0.15100728193823088,1.8626999877471442
140,0.19509599352288265,2.0828648983208957
141,0.14968356157134188,1.9025816841970014
142,0.20183842498080518,3.167311788053638
143,0.22445301144729468,3.2101425817206213
144,0.05957911247912562,0.9745681333260965
145,0.4214091528291821,1.5640193449407898
146,0.05264449794148063,4.15991229598258
147,0.19650961039485093,1.6143218983603016
148,0.16474401337552314,2.085091454183383
149,0.25543833320340115,2.092021379882171
150,0.16684462976920655,1.226988439698018
151,0.20110146572272236,1.5182274966549478
152,0.0635569611119362,3.6738095913854893
153,0.0858669045452427,4.325355998198062
154,0.22645493185120968,3.796823656243866
155,0.12011311626364352,1.189877323969223
156,0.0340388842818391,2.6940251739009184
157,0.13821799178383132,2.1257887813383425
158,0.026235508639966376,5.100578697487354
159,0.0924672442893355,4.256705693783628
160,0.14079594189355338,1.4605112418210973
161,0.195466988478753,2.0690685397888746
162,0.3947043627787876,1.3481895961708728
163,0.03918976762168702,3.18836889459888
164,0.31653488133279195,0.4974501029017513
165,0.3044049455912563,0.2612617950127505
166,0.3475257062658641,0.6808913586460104
167,0.2904071595012012,1.232696886247012
168,0.1066148423180906,2.4301864042728942
169,0.24930773743708823,1.5645681948465375
170,0.2255489574843612,1.6212938822081435
171,0.15657522826987558,1.8622403878863265
172,0.21675476669596727,3.0344325477507157
173,0.14078984276231976,1.537449198254183
174,0.25646912420929,0.7284010846973221
175,0.10401057061972763,3.36645158177251
176,0.1581340866666543,1.9328535673310414
177,0.39343631342620067,1.3843202687180387
178,0.35629064025627644,0.9108258624753307
179,0.23337280092772916,2.7272508660594457
180,0.14394703047016733,1.4565851619430985
181,0.26755412242208343,1.311608107529671
182,0.058397219432389846,3.899642805525912
183,0.22445301144729468,3.2101425817206213
184,0.27786030144374263,1.0359707235315079
185,0.14771311104614426,1.7754242492018868
186,0.3635448939172996,1.4131985363037152
187,0.20011969553558084,3.5581862251963354
188,0.14079594189355338,1.4605112418210973
189,0.2568791820337484,0.4882636256991155
190,0.17502909539535705,1.1843852928675687
191,0.2215737228364072,1.828681206129208
192,0.02478746652737951,3.8018028449626344
193,0.19427274804553374,2.83734815244858
194,0.1693208110505331,2.0459592344364466
195,0.33507194702109655,1.1669362909054914
196,0.05957911247912562,0.9745681333260965
197,0.132986952707145,1.3181858157031092
198,0.23195198676088036,2.283509032767572
199,0.23265881962196788,2.260845521181937
200,0.14575245985026042,1.338165052011664
201,0.17957399836422883,1.5088572796239417
202,0.02163319775292316,1.2048533416038425
203,0.3218535005136456,0.8129343405666489
204,0.18467596805920872,2.2836715117646365
205,0.15832131624271173,1.3974687048880852
206,0.13719994066632846,1.1278589677988204
207,0.09986073674238982,0.9383664899694617
208,0.33422601805405705,1.0578120177763877
209,0.3061604252496424,2.0640249980205985
210,0.2149765662010903,2.5043804262637175
211,0.1922892992938845,2.420408887792707
212,0.2956896569341272,1.1529885066599377
213,0.25628857674971584,1.4759217626447727
214,0.2476139599894449,0.5573964561878406
215,0.13148274072114274,3.1237123019419517
216,0.08278453537216457,1.051251698412969
217,0.15577474864724872,1.9107176710190044
218,0.2722238881740082,1.0952483878610928
219,0.2662249722167964,3.5540833864525236
220,0.048984861433330806,2.9284082129234
221,0.1477140279004221,1.8857023482487398
222,0.21230048247839384,1.530458342402654
223,0.28226037150417116,2.5599745566480028
224,0.06808502542543571,3.525570864753729
